,RCHRG_DT,Subscriber_ID,RCHRG_DNM_TYP_VAL,FRST_RCHRG_TME,LST_RCHRG_TME,RCHRG_PP_CRD_CHNL,MIN_RCHRG_AMT,MAX_RCHRG_AMT,TOTAL_RCHRG_AMT,ACTL_RCHRG_AMT,TOTAL_NMBR_OF_RCHRG_CNT,UNIT_OF_MSR
5852,20-Mar-19,239,50,10:46:33,22:37:50,PHYSICAL,50,50,100,100,2,SAR
5853,3-Mar-19,584,15,17:17:18,17:17:18,PHYSICAL,15.24,15.24,15.24,15,1,SAR
5854,10-Jan-19,825,20,14:10:48,14:10:48,PHYSICAL,20,20,20,20,1,SAR
5855,14-Mar-19,794,15,20:18:41,20:18:41,PHYSICAL,15,15,15,15,1,SAR
5856,25-Mar-19,418,15,17:25:13,17:25:13,PHYSICAL,15.24,15.24,15.24,15,1,SAR
5857,24-Jan-19,348,0,22:41:57,22:41:57,PHYSICAL,5.5,5.5,5.5,0,1,SAR
5858,31-Jan-19,159,100,13:37:10,13:37:10,PHYSICAL,100,100,100,100,1,SAR
5859,31-Jan-19,631,25,20:28:32,20:28:32,PHYSICAL,25,25,25,25,1,SAR
5860,30-Mar-19,268,15,17:24:17,17:24:17,PHYSICAL,15,15,15,15,1,SAR
5861,2-Mar-19,635,30,19:14:32,19:14:32,PHYSICAL,30,30,30,30,1,SAR
5862,5-Feb-19,990,-99999,22:44:03,22:44:03,PHYSICAL,-15.5,-15.5,-15.5,,1,SAR
5863,27-Feb-19,55,20,11:16:06,11:16:06,PHYSICAL,20,20,20,20,1,SAR
5864,20-Feb-19,789,0,17:01:12,17:01:12,PHYSICAL,5,5,5,0,1,SAR
5865,2-Mar-19,523,50,21:36:17,21:36:17,PHYSICAL,50,50,50,50,1,SAR
5866,6-Feb-19,431,20,22:12:19,22:12:19,PHYSICAL,20,20,20,20,1,SAR
5867,16-Mar-19,753,15,9:54:23,9:54:23,PHYSICAL,15.24,15.24,15.24,15,1,SAR
5868,23-Mar-19,527,10,23:54:07,23:54:07,PHYSICAL,10,10,10,10,1,SAR
5869,31-Jan-19,728,15,22:36:54,22:36:54,PHYSICAL,15.24,15.24,15.24,15,1,SAR
5870,14-Mar-19,707,0,21:27:20,21:27:20,PHYSICAL,0,0,0,0,1,SAR
5871,14-Mar-19,385,20,10:11:36,10:11:36,PHYSICAL,20,20,20,20,1,SAR
5872,25-Mar-19,728,50,11:04:51,11:04:51,PHYSICAL,50,50,50,50,1,SAR
5873,15-Feb-19,636,25,0:17:19,0:17:19,PHYSICAL,25,25,25,25,1,SAR
5874,14-Feb-19,523,50,13:02:28,13:02:28,PHYSICAL,50,50,50,50,1,SAR
5875,18-Mar-19,721,20,9:28:58,9:28:58,PHYSICAL,20,20,20,20,1,SAR
5876,19-Jan-19,631,50,16:52:05,16:52:05,PHYSICAL,50,50,50,50,1,SAR
5877,25-Mar-19,386,0,12:12:48,12:12:48,PHYSICAL,0,0,0,0,1,SAR
5878,22-Feb-19,350,100,17:45:17,17:45:17,PHYSICAL,100,100,100,100,1,SAR
5879,10-Mar-19,754,15,16:34:54,16:34:54,PHYSICAL,15.24,15.24,15.24,15,1,SAR
5880,15-Mar-19,280,20,19:05:20,19:05:20,PHYSICAL,20,20,20,20,1,SAR
5881,17-Mar-19,167,15,11:43:20,11:43:20,PHYSICAL,15.24,15.24,15.24,15,1,SAR
5882,8-Mar-19,984,20,14:51:52,20:01:05,PHYSICAL,20,20,40,40,2,SAR
5883,29-Mar-19,584,15,18:04:28,18:04:28,PHYSICAL,15.24,15.24,15.24,15,1,SAR
5884,3-Mar-19,112,20,20:59:58,20:59:58,PHYSICAL,20,20,20,20,1,SAR
5885,31-Mar-19,417,100,20:55:59,20:55:59,PHYSICAL,100,100,100,100,1,SAR
5886,1-Apr-19,44,15,22:36:19,22:36:19,PHYSICAL,15.24,15.24,15.24,15,1,SAR
5887,7-Mar-19,797,10,18:05:15,18:05:15,PHYSICAL,10,10,10,10,1,SAR
5888,25-Mar-19,689,15,22:01:41,22:01:41,PHYSICAL,15.24,15.24,15.24,15,1,SAR
5889,10-Jan-19,435,15,21:02:15,21:02:15,PHYSICAL,15.24,15.24,15.24,15,1,SAR
5890,30-Mar-19,753,15,18:15:25,18:15:25,PHYSICAL,15.24,15.24,15.24,15,1,SAR
5891,3-Mar-19,474,0,11:20:02,11:20:02,PHYSICAL,0,0,0,0,1,SAR
5892,13-Jan-19,506,50,20:32:29,20:32:29,PHYSICAL,50,50,50,50,1,SAR
5893,25-Mar-19,574,100,2:30:02,2:30:02,PHYSICAL,100,100,100,100,1,SAR
5894,22-Mar-19,983,20,12:29:33,12:29:33,PHYSICAL,20,20,20,20,1,SAR
5895,2-Feb-19,478,50,10:22:32,10:22:32,PHYSICAL,50,50,50,50,1,SAR
5896,7-Jan-19,527,20,13:02:27,13:02:27,PHYSICAL,20,20,20,20,1,SAR
5897,18-Feb-19,464,0,18:40:46,18:40:46,PHYSICAL,8,8,8,0,1,SAR
5898,28-Mar-19,402,0,19:51:33,19:51:33,PHYSICAL,3.25,3.25,3.25,0,1,SAR
5899,8-Feb-19,430,15,22:33:29,22:33:29,PHYSICAL,15.24,15.24,15.24,15,1,SAR
5900,31-Mar-19,823,0,5:10:53,5:10:53,PHYSICAL,0,0,0,0,1,SAR
5901,12-Feb-19,507,50,22:53:02,22:53:02,PHYSICAL,50,50,50,50,1,SAR
5902,2-Jan-19,349,20,19:56:12,19:56:12,PHYSICAL,20,20,20,20,1,SAR
5903,24-Feb-19,755,15,4:48:15,22:20:24,PHYSICAL,15.24,15.24,30.48,30,2,SAR
5904,15-Mar-19,765,15,10:24:05,10:24:05,PHYSICAL,15.24,15.24,15.24,15,1,SAR
5905,16-Mar-19,510,100,13:07:28,13:07:28,PHYSICAL,100,100,100,100,1,SAR
5906,8-Jan-19,430,0,21:12:15,21:12:15,PHYSICAL,8,8,8,0,1,SAR
5907,7-Mar-19,523,20,19:04:31,19:04:31,PHYSICAL,20,20,20,20,1,SAR
5908,16-Mar-19,342,50,20:30:21,20:30:21,PHYSICAL,50,50,50,50,1,SAR
5909,31-Jan-19,596,20,14:38:17,14:38:17,PHYSICAL,20,20,20,20,1,SAR
5910,25-Feb-19,25,20,20:37:56,20:37:56,PHYSICAL,20,20,20,20,1,SAR
5911,15-Mar-19,522,15,23:07:12,23:07:12,PHYSICAL,15.24,15.24,15.24,15,1,SAR
5912,11-Mar-19,435,0,12:00:22,12:00:22,PHYSICAL,0,0,0,0,1,SAR
5913,13-Mar-19,468,0,21:24:52,21:24:52,PHYSICAL,0,0,0,0,1,SAR
5914,1-Apr-19,782,15,13:21:42,13:21:42,PHYSICAL,15.24,15.24,15.24,15,1,SAR
5915,30-Mar-19,786,0,8:49:29,8:49:29,PHYSICAL,5,5,5,0,1,SAR
5916,14-Feb-19,512,100,13:47:56,13:47:56,PHYSICAL,100,100,100,100,1,SAR
5917,4-Mar-19,158,50,20:55:38,20:55:38,PHYSICAL,50,50,50,50,1,SAR
5918,7-Feb-19,809,20,19:20:58,19:20:58,PHYSICAL,20,20,20,20,1,SAR
5919,27-Jan-19,535,100,8:52:44,8:52:44,PHYSICAL,100,100,100,100,1,SAR
5920,27-Mar-19,695,0,23:13:04,23:13:04,PHYSICAL,3.25,3.25,3.25,0,1,SAR
5921,25-Mar-19,850,20,13:37:10,13:37:10,PHYSICAL,20,20,20,20,1,SAR
5922,26-Feb-19,430,15,21:06:23,21:06:23,PHYSICAL,15.24,15.24,15.24,15,1,SAR
5923,24-Mar-19,787,0,13:57:48,13:57:48,PHYSICAL,5,5,5,0,1,SAR
5924,20-Mar-19,239,0,22:41:08,22:41:08,PHYSICAL,8,8,8,0,1,SAR
5925,3-Mar-19,581,15,17:17:18,17:17:18,PHYSICAL,15.24,15.24,15.24,15,1,SAR
5926,10-Jan-19,826,20,14:10:48,14:10:48,PHYSICAL,20,20,20,20,1,SAR
5927,14-Mar-19,799,15,20:18:41,20:18:41,PHYSICAL,15,15,15,15,1,SAR
5928,25-Mar-19,430,15,17:25:13,17:25:13,PHYSICAL,15.24,15.24,15.24,15,1,SAR
5929,24-Jan-19,342,0,22:41:57,22:41:57,PHYSICAL,5.5,5.5,5.5,0,1,SAR
5930,31-Jan-19,158,100,13:37:10,13:37:10,PHYSICAL,100,100,100,100,1,SAR
5931,28-Mar-19,753,15,15:27:51,15:27:51,PHYSICAL,15.24,15.24,15.24,15,1,SAR
5932,2-Mar-19,633,30,19:14:32,19:14:32,PHYSICAL,30,30,30,30,1,SAR
5933,5-Feb-19,989,-99999,23:37:13,23:37:13,PHYSICAL,-20.5,-20.5,-20.5,,1,SAR
5934,6-Mar-19,442,50,23:20:43,23:20:43,PHYSICAL,50,50,50,50,1,SAR
5935,20-Feb-19,787,0,17:01:12,17:01:12,PHYSICAL,5,5,5,0,1,SAR
5936,2-Mar-19,522,50,21:36:17,21:36:17,PHYSICAL,50,50,50,50,1,SAR
5937,6-Feb-19,422,20,22:12:19,22:12:19,PHYSICAL,20,20,20,20,1,SAR
5938,16-Mar-19,754,15,9:54:23,9:54:23,PHYSICAL,15.24,15.24,15.24,15,1,SAR
5939,23-Mar-19,526,20,23:50:36,23:50:36,PHYSICAL,20,20,20,20,1,SAR
5940,1-Feb-19,464,0,3:30:42,3:30:42,PHYSICAL,0,0,0,0,1,SAR
5941,14-Mar-19,708,15,21:25:30,21:25:30,PHYSICAL,15.24,15.24,15.24,15,1,SAR
5942,27-Mar-19,53,20,18:32:03,18:32:03,PHYSICAL,20,20,20,20,1,SAR
5943,25-Mar-19,729,100,11:04:31,11:04:31,PHYSICAL,100,100,100,100,1,SAR
5944,15-Feb-19,631,25,0:17:19,0:17:19,PHYSICAL,25,25,25,25,1,SAR
5945,14-Feb-19,522,50,13:02:28,13:02:28,PHYSICAL,50,50,50,50,1,SAR
5946,14-Feb-19,696,50,19:58:13,19:58:13,PHYSICAL,50,50,50,50,1,SAR
5947,25-Mar-19,385,0,12:12:48,12:12:48,PHYSICAL,0,0,0,0,1,SAR
5948,22-Feb-19,349,100,17:45:17,17:45:17,PHYSICAL,100,100,100,100,1,SAR
5949,10-Mar-19,755,15,16:34:54,16:34:54,PHYSICAL,15.24,15.24,15.24,15,1,SAR
5950,15-Mar-19,279,20,19:05:20,19:05:20,PHYSICAL,20,20,20,20,1,SAR
5951,8-Mar-19,983,20,14:51:52,20:01:05,PHYSICAL,20,20,40,40,2,SAR
5952,29-Mar-19,581,15,18:04:28,18:04:28,PHYSICAL,15.24,15.24,15.24,15,1,SAR
5953,4-Mar-19,125,15,21:25:17,21:25:17,PHYSICAL,15,15,15,15,1,SAR
5954,31-Mar-19,420,100,20:55:59,20:55:59,PHYSICAL,100,100,100,100,1,SAR
5955,16-Mar-19,454,300,14:41:31,14:41:31,PHYSICAL,300,300,300,300,1,SAR
5956,25-Mar-19,688,15,22:01:41,22:01:41,PHYSICAL,15.24,15.24,15.24,15,1,SAR
5957,10-Jan-19,437,15,21:02:15,21:02:15,PHYSICAL,15.24,15.24,15.24,15,1,SAR
5958,30-Mar-19,754,15,18:15:25,18:15:25,PHYSICAL,15.24,15.24,15.24,15,1,SAR
5959,3-Mar-19,476,100,10:59:32,10:59:32,PHYSICAL,100,100,100,100,1,SAR
5960,13-Jan-19,511,50,20:32:29,20:32:29,PHYSICAL,50,50,50,50,1,SAR
5961,25-Mar-19,573,100,2:30:02,2:30:02,PHYSICAL,100,100,100,100,1,SAR
5962,2-Feb-19,479,50,10:22:32,10:22:32,PHYSICAL,50,50,50,50,1,SAR
5963,12-Feb-19,609,20,16:43:46,16:43:46,PHYSICAL,20,20,20,20,1,SAR
5964,3-Mar-19,569,50,1:00:26,1:00:26,PHYSICAL,50,50,50,50,1,SAR
5965,28-Mar-19,403,50,19:50:42,19:50:42,PHYSICAL,50,50,50,50,1,SAR
5966,8-Feb-19,415,15,22:33:29,22:33:29,PHYSICAL,15.24,15.24,15.24,15,1,SAR
5967,31-Mar-19,825,50,5:01:46,5:01:46,PHYSICAL,50,50,50,50,1,SAR
5968,12-Feb-19,509,50,22:53:02,22:53:02,PHYSICAL,50,50,50,50,1,SAR
5969,2-Jan-19,353,20,19:56:12,19:56:12,PHYSICAL,20,20,20,20,1,SAR
5970,26-Feb-19,902,15,6:59:45,6:59:45,PHYSICAL,15.24,15.24,15.24,15,1,SAR
5971,16-Mar-19,512,100,13:07:28,13:07:28,PHYSICAL,100,100,100,100,1,SAR
5972,8-Jan-19,415,0,21:12:15,21:12:15,PHYSICAL,8,8,8,0,1,SAR
5973,7-Mar-19,522,20,19:04:31,19:04:31,PHYSICAL,20,20,20,20,1,SAR
5974,16-Mar-19,350,50,20:30:21,20:30:21,PHYSICAL,50,50,50,50,1,SAR
5975,11-Feb-19,412,50,22:31:13,22:31:13,PHYSICAL,50,50,50,50,1,SAR
5976,25-Feb-19,25,20,20:37:24,20:37:24,PHYSICAL,20,20,20,20,1,SAR
5977,15-Mar-19,524,50,1:25:10,1:25:10,PHYSICAL,50,50,50,50,1,SAR
5978,11-Mar-19,437,0,12:00:22,12:00:22,PHYSICAL,0,0,0,0,1,SAR
5979,14-Mar-19,134,20,10:53:20,10:53:20,PHYSICAL,20,20,20,20,1,SAR
5980,1-Apr-19,781,15,13:21:42,13:21:42,PHYSICAL,15.24,15.24,15.24,15,1,SAR
5981,30-Mar-19,797,0,8:49:29,8:49:29,PHYSICAL,5,5,5,0,1,SAR
5982,14-Feb-19,991,100,13:47:56,13:47:56,PHYSICAL,100,100,100,100,1,SAR
5983,4-Mar-19,156,50,20:55:38,20:55:38,PHYSICAL,50,50,50,50,1,SAR
5984,7-Feb-19,965,15,20:48:58,20:49:35,PHYSICAL,15.24,15.24,30.48,30,2,SAR
5985,27-Jan-19,535,15,8:53:18,8:53:18,PHYSICAL,15.24,15.24,15.24,15,1,SAR
5986,27-Mar-19,694,20,23:10:39,23:10:39,PHYSICAL,20,20,20,20,1,SAR
5987,26-Feb-19,415,15,21:06:23,21:06:23,PHYSICAL,15.24,15.24,15.24,15,1,SAR
5988,24-Mar-19,784,0,13:57:48,13:57:48,PHYSICAL,5,5,5,0,1,SAR
5989,20-Mar-19,239,100,22:38:22,22:38:22,PHYSICAL,100,100,100,100,1,SAR
5990,3-Mar-19,90,50,17:57:25,17:57:25,PHYSICAL,50,50,50,50,1,SAR
5991,10-Jan-19,824,20,14:10:48,14:10:48,PHYSICAL,20,20,20,20,1,SAR
5992,14-Mar-19,783,15,20:18:41,20:18:41,PHYSICAL,15,15,15,15,1,SAR
5993,25-Mar-19,415,15,17:25:13,17:25:13,PHYSICAL,15.24,15.24,15.24,15,1,SAR
5994,24-Jan-19,350,0,22:41:57,22:41:57,PHYSICAL,5.5,5.5,5.5,0,1,SAR
5995,31-Jan-19,156,100,13:37:10,13:37:10,PHYSICAL,100,100,100,100,1,SAR
5996,28-Mar-19,754,15,15:27:51,15:27:51,PHYSICAL,15.24,15.24,15.24,15,1,SAR
5997,2-Mar-19,634,30,19:14:32,19:14:32,PHYSICAL,30,30,30,30,1,SAR
5998,5-Feb-19,988,-99999,23:37:13,23:37:13,PHYSICAL,-20.5,-20.5,-20.5,,1,SAR
5999,6-Mar-19,443,50,23:20:43,23:20:43,PHYSICAL,50,50,50,50,1,SAR
6000,20-Feb-19,784,0,17:01:12,17:01:12,PHYSICAL,5,5,5,0,1,SAR
6001,5-Mar-19,628,20,19:24:16,19:24:16,PHYSICAL,20,20,20,20,1,SAR
6002,6-Feb-19,436,20,22:12:19,22:12:19,PHYSICAL,20,20,20,20,1,SAR
6003,16-Mar-19,755,15,9:54:23,9:54:23,PHYSICAL,15.24,15.24,15.24,15,1,SAR
6004,23-Mar-19,525,20,23:50:36,23:50:36,PHYSICAL,20,20,20,20,1,SAR
6005,9-Feb-19,753,15,15:57:19,15:57:19,PHYSICAL,15.24,15.24,15.24,15,1,SAR
6006,14-Mar-19,707,15,21:25:30,21:25:30,PHYSICAL,15.24,15.24,15.24,15,1,SAR
6007,25-Mar-19,730,100,11:04:31,11:04:31,PHYSICAL,100,100,100,100,1,SAR
6008,24-Feb-19,142,20,13:24:36,13:24:36,PHYSICAL,20,20,20,20,1,SAR
6009,14-Feb-19,524,20,23:48:46,23:48:46,PHYSICAL,20,20,20,20,1,SAR
6010,17-Feb-19,177,15,11:49:58,14:21:04,PHYSICAL,15.24,15.24,30.48,30,2,SAR
6011,25-Mar-19,387,15,12:10:23,12:10:23,PHYSICAL,15.24,15.24,15.24,15,1,SAR
6012,22-Feb-19,353,100,17:45:17,17:45:17,PHYSICAL,100,100,100,100,1,SAR
6013,11-Mar-19,172,15,22:57:05,22:57:05,PHYSICAL,15.24,15.24,15.24,15,1,SAR
6014,1-Apr-19,970,15,21:10:50,21:10:50,PHYSICAL,15.24,15.24,15.24,15,1,SAR
6015,20-Mar-19,409,15,12:27:21,12:27:21,PHYSICAL,15.24,15.24,15.24,15,1,SAR
6016,31-Mar-19,419,100,20:55:59,20:55:59,PHYSICAL,100,100,100,100,1,SAR
6017,16-Mar-19,452,300,14:41:31,14:41:31,PHYSICAL,300,300,300,300,1,SAR
6018,25-Mar-19,689,100,22:00:50,22:00:50,PHYSICAL,100,100,100,100,1,SAR
6019,10-Jan-19,427,15,21:02:15,21:02:15,PHYSICAL,15.24,15.24,15.24,15,1,SAR
6020,30-Mar-19,755,15,18:15:25,18:15:25,PHYSICAL,15.24,15.24,15.24,15,1,SAR
6021,3-Mar-19,481,100,10:59:32,10:59:32,PHYSICAL,100,100,100,100,1,SAR
6022,13-Jan-19,510,50,20:32:29,20:32:29,PHYSICAL,50,50,50,50,1,SAR
6023,25-Mar-19,574,50,1:16:06,1:16:06,PHYSICAL,50,50,50,50,1,SAR
6024,2-Feb-19,482,50,10:22:32,10:22:32,PHYSICAL,50,50,50,50,1,SAR
6025,16-Feb-19,37,20,20:56:05,20:56:05,PHYSICAL,20,20,20,20,1,SAR
6026,3-Mar-19,569,0,1:05:48,1:05:48,PHYSICAL,8,8,8,0,1,SAR
6027,28-Mar-19,401,50,19:50:42,19:50:42,PHYSICAL,50,50,50,50,1,SAR
6028,8-Feb-19,431,15,22:33:29,22:33:29,PHYSICAL,15.24,15.24,15.24,15,1,SAR
6029,31-Mar-19,826,50,5:01:46,5:01:46,PHYSICAL,50,50,50,50,1,SAR
6030,12-Feb-19,508,50,22:53:02,22:53:02,PHYSICAL,50,50,50,50,1,SAR
6031,2-Jan-19,345,20,19:56:12,19:56:12,PHYSICAL,20,20,20,20,1,SAR
6032,26-Feb-19,901,15,6:59:45,6:59:45,PHYSICAL,15.24,15.24,15.24,15,1,SAR
6033,16-Mar-19,991,100,13:07:28,13:07:28,PHYSICAL,100,100,100,100,1,SAR
6034,8-Jan-19,431,0,21:12:15,21:12:15,PHYSICAL,8,8,8,0,1,SAR
6035,27-Mar-19,34,10,21:41:49,21:41:49,PHYSICAL,10,10,10,10,1,SAR
6036,16-Mar-19,349,50,20:30:21,20:30:21,PHYSICAL,50,50,50,50,1,SAR
6037,15-Mar-19,173,15,16:46:26,16:46:26,PHYSICAL,15.24,15.24,15.24,15,1,SAR
6038,25-Feb-19,25,20,20:37:38,20:37:38,PHYSICAL,20,20,20,20,1,SAR
6039,15-Mar-19,523,50,1:25:10,1:25:10,PHYSICAL,50,50,50,50,1,SAR
6040,11-Mar-19,427,0,12:00:22,12:00:22,PHYSICAL,0,0,0,0,1,SAR
6041,27-Mar-19,538,100,10:00:27,10:00:27,PHYSICAL,100,100,100,100,1,SAR
6042,14-Feb-19,502,100,13:47:56,13:47:56,PHYSICAL,100,100,100,100,1,SAR
6043,4-Mar-19,155,50,20:55:38,20:55:38,PHYSICAL,50,50,50,50,1,SAR
6044,13-Feb-19,258,20,0:31:39,0:31:39,PHYSICAL,20,20,20,20,1,SAR
6045,1-Feb-19,9,20,23:57:32,23:59:10,PHYSICAL,20,20,40,40,2,SAR
6046,27-Mar-19,695,20,23:10:39,23:10:39,PHYSICAL,20,20,20,20,1,SAR
6047,26-Feb-19,431,15,21:06:23,21:06:23,PHYSICAL,15.24,15.24,15.24,15,1,SAR
6048,24-Mar-19,791,0,13:57:48,13:57:48,PHYSICAL,5,5,5,0,1,SAR
6049,31-Mar-19,684,20,11:02:48,11:02:48,PHYSICAL,20,20,20,20,1,SAR
6050,5-Mar-19,368,100,0:12:18,0:14:07,PHYSICAL,100,100,200,200,2,SAR
6051,10-Jan-19,823,20,14:10:48,14:10:48,PHYSICAL,20,20,20,20,1,SAR
6052,14-Mar-19,788,15,20:18:41,20:18:41,PHYSICAL,15,15,15,15,1,SAR
6053,25-Mar-19,431,15,17:25:13,17:25:13,PHYSICAL,15.24,15.24,15.24,15,1,SAR
6054,24-Jan-19,349,0,22:41:57,22:41:57,PHYSICAL,5.5,5.5,5.5,0,1,SAR
6055,31-Jan-19,155,100,13:37:10,13:37:10,PHYSICAL,100,100,100,100,1,SAR
6056,28-Mar-19,755,15,15:27:51,15:27:51,PHYSICAL,15.24,15.24,15.24,15,1,SAR
6057,2-Mar-19,636,30,19:14:32,19:14:32,PHYSICAL,30,30,30,30,1,SAR
6058,5-Feb-19,990,-99999,23:37:13,23:37:13,PHYSICAL,-20.5,-20.5,-20.5,,1,SAR
6059,20-Feb-19,791,0,17:01:12,17:01:12,PHYSICAL,5,5,5,0,1,SAR
6060,21-Mar-19,256,100,20:41:33,20:41:33,PHYSICAL,110,110,110,100,1,SAR
6061,6-Feb-19,435,20,22:12:19,22:12:19,PHYSICAL,20,20,20,20,1,SAR
6062,31-Mar-19,168,20,17:03:51,17:03:51,PHYSICAL,20,20,20,20,1,SAR
6063,23-Mar-19,527,20,23:50:36,23:50:36,PHYSICAL,20,20,20,20,1,SAR
6064,9-Feb-19,754,15,15:57:19,15:57:19,PHYSICAL,15.24,15.24,15.24,15,1,SAR
6065,30-Mar-19,937,100,15:47:04,15:47:04,PHYSICAL,100,100,100,100,1,SAR
6066,25-Mar-19,728,100,11:04:31,11:04:31,PHYSICAL,100,100,100,100,1,SAR
6067,3-Mar-19,49,15,1:39:20,1:39:20,PHYSICAL,15.24,15.24,15.24,15,1,SAR
6068,14-Feb-19,523,20,23:48:46,23:48:46,PHYSICAL,20,20,20,20,1,SAR
6069,17-Feb-19,176,15,11:49:58,14:21:04,PHYSICAL,15.24,15.24,30.48,30,2,SAR
6070,25-Mar-19,386,15,12:10:23,12:10:23,PHYSICAL,15.24,15.24,15.24,15,1,SAR
6071,22-Feb-19,345,100,17:45:17,17:45:17,PHYSICAL,100,100,100,100,1,SAR
6072,11-Mar-19,171,15,22:57:05,22:57:05,PHYSICAL,15.24,15.24,15.24,15,1,SAR
6073,20-Mar-19,411,15,12:27:21,12:27:21,PHYSICAL,15.24,15.24,15.24,15,1,SAR
6074,31-Mar-19,434,100,20:55:59,20:55:59,PHYSICAL,100,100,100,100,1,SAR
6075,16-Mar-19,453,300,14:41:31,14:41:31,PHYSICAL,300,300,300,300,1,SAR
6076,25-Mar-19,688,100,22:00:50,22:00:50,PHYSICAL,100,100,100,100,1,SAR
6077,10-Jan-19,432,15,21:02:15,21:02:15,PHYSICAL,15.24,15.24,15.24,15,1,SAR
6078,3-Mar-19,475,100,10:59:32,10:59:32,PHYSICAL,100,100,100,100,1,SAR
6079,13-Jan-19,512,50,20:32:29,20:32:29,PHYSICAL,50,50,50,50,1,SAR
6080,25-Mar-19,573,50,1:16:06,1:16:06,PHYSICAL,50,50,50,50,1,SAR
6081,2-Feb-19,480,50,10:22:32,10:22:32,PHYSICAL,50,50,50,50,1,SAR
6082,22-Mar-19,887,0,3:32:17,3:32:17,PHYSICAL,0,0,0,0,1,SAR
6083,3-Mar-19,569,0,1:06:00,1:06:00,PHYSICAL,0,0,0,0,1,SAR
6084,28-Mar-19,402,50,19:50:42,19:50:42,PHYSICAL,50,50,50,50,1,SAR
6085,8-Feb-19,422,15,22:33:29,22:33:29,PHYSICAL,15.24,15.24,15.24,15,1,SAR
6086,31-Mar-19,824,50,5:01:46,5:01:46,PHYSICAL,50,50,50,50,1,SAR
6087,13-Feb-19,328,15,18:36:51,18:36:51,PHYSICAL,15.24,15.24,15.24,15,1,SAR
6088,2-Jan-19,346,20,19:56:12,19:56:12,PHYSICAL,20,20,20,20,1,SAR
6089,6-Mar-19,449,30,23:17:40,23:17:40,PHYSICAL,30,30,30,30,1,SAR
6090,16-Mar-19,502,100,13:07:28,13:07:28,PHYSICAL,100,100,100,100,1,SAR
6091,8-Jan-19,422,0,21:12:15,21:12:15,PHYSICAL,8,8,8,0,1,SAR
6092,16-Mar-19,353,50,20:30:21,20:30:21,PHYSICAL,50,50,50,50,1,SAR
6093,25-Mar-19,151,20,14:08:44,14:08:44,PHYSICAL,20,20,20,20,1,SAR
6094,25-Feb-19,25,20,20:40:04,20:40:04,PHYSICAL,20,20,20,20,1,SAR
6095,15-Mar-19,522,50,1:25:10,1:25:10,PHYSICAL,50,50,50,50,1,SAR
6096,11-Mar-19,432,0,12:00:22,12:00:22,PHYSICAL,0,0,0,0,1,SAR
6097,27-Mar-19,538,0,10:02:20,10:02:20,PHYSICAL,0,0,0,0,1,SAR
6098,14-Feb-19,505,100,13:47:56,13:47:56,PHYSICAL,100,100,100,100,1,SAR
6099,4-Mar-19,157,100,20:54:47,20:54:47,PHYSICAL,100,100,100,100,1,SAR
6100,20-Feb-19,768,15,9:36:51,13:41:40,PHYSICAL,15.24,15.24,30.48,30,2,SAR
6101,1-Feb-19,9,20,22:34:09,22:34:09,PHYSICAL,20,20,20,20,1,SAR
6102,27-Mar-19,694,0,23:13:01,23:13:01,PHYSICAL,0,0,0,0,1,SAR
6103,26-Feb-19,422,15,21:06:23,21:06:23,PHYSICAL,15.24,15.24,15.24,15,1,SAR
6104,24-Mar-19,798,0,13:57:48,13:57:48,PHYSICAL,5,5,5,0,1,SAR
6105,31-Mar-19,684,15,18:30:00,18:30:55,PHYSICAL,15.24,15.24,30.48,30,2,SAR
6106,5-Mar-19,367,100,0:12:18,0:14:07,PHYSICAL,100,100,200,200,2,SAR
6107,10-Jan-19,825,15,19:45:06,19:45:06,PHYSICAL,15.24,15.24,15.24,15,1,SAR
6108,14-Mar-19,790,15,20:18:41,20:18:41,PHYSICAL,15,15,15,15,1,SAR
6109,25-Mar-19,422,15,17:25:13,17:25:13,PHYSICAL,15.24,15.24,15.24,15,1,SAR
6110,24-Jan-19,353,0,22:41:57,22:41:57,PHYSICAL,5.5,5.5,5.5,0,1,SAR
6111,9-Mar-19,497,30,4:08:53,4:08:53,PHYSICAL,30,30,30,30,1,SAR
6112,2-Mar-19,631,30,19:14:32,19:14:32,PHYSICAL,30,30,30,30,1,SAR
6113,5-Feb-19,989,-99999,22:44:55,22:44:55,PHYSICAL,-10.5,-10.5,-10.5,,1,SAR
6114,20-Feb-19,798,0,17:01:12,17:01:12,PHYSICAL,5,5,5,0,1,SAR
6115,21-Mar-19,257,100,20:41:33,20:41:33,PHYSICAL,110,110,110,100,1,SAR
6116,6-Feb-19,437,20,22:12:19,22:12:19,PHYSICAL,20,20,20,20,1,SAR
6117,1-Apr-19,775,50,16:55:49,16:55:49,PHYSICAL,50,50,50,50,1,SAR
6118,28-Mar-19,55,15,9:45:20,9:45:20,PHYSICAL,15.24,15.24,15.24,15,1,SAR
6119,9-Feb-19,755,15,15:57:19,15:57:19,PHYSICAL,15.24,15.24,15.24,15,1,SAR
6120,25-Mar-19,729,0,11:06:06,11:06:06,PHYSICAL,0,0,0,0,1,SAR
6121,3-Mar-19,49,100,1:38:50,1:38:50,PHYSICAL,100,100,100,100,1,SAR
6122,14-Feb-19,522,20,23:48:46,23:48:46,PHYSICAL,20,20,20,20,1,SAR
